page;table;row_in_table;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
29;1;2;TOULOUSE;IMPASSE;DU BUIS;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
29;1;3;TOULOUSE;PLACE;DU BUSCA;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;4;TOULOUSE;RUE;DU CAGIRE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
29;1;5;TOULOUSE;RUE;DU CAILLOU GRIS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
29;1;6;TOULOUSE;CHEMIN;DU CALQUET;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;7;TOULOUSE;RUE;DU CALVADOS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
29;1;8;TOULOUSE;RUE;DU CAMELIA;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;9;TOULOUSE;RUE;DU CANADA;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
29;1;10;TOULOUSE;CHEMIN;DU CANAL;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;11;TOULOUSE;PASSAGE;DU CANAL DE BORDELONGUE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;12;TOULOUSE;IMPASSE;DU CANARD;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;13;TOULOUSE;RUE;DU CANARD;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;14;TOULOUSE;RUE;DU CANIGOU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;15;TOULOUSE;RUE;DU CANON D ARCOLE;1;;9999;;PI;LGT OZENNE - TOULOUSE
29;1;16;TOULOUSE;RUE;DU CANTAL;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
29;1;17;TOULOUSE;ROND POINT;DU CAPITAINE ALFRED DREYFUS;1;;9999;;PI;LGT OZENNE - TOULOUSE
29;1;18;TOULOUSE;IMPASSE;DU CAPITAINE ESCUDIE;1;;9999;;PI;LGT OZENNE - TOULOUSE
29;1;19;TOULOUSE;RUE;DU CAPITAINE ESCUDIE;1;;9999;;PI;LGT OZENNE - TOULOUSE
29;1;20;TOULOUSE;PLACE;DU CAPITOLE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
29;1;21;TOULOUSE;SQUARE;DU CARDINAL SALIEGE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;22;TOULOUSE;CHEMIN;DU CARRELOT;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;23;TOULOUSE;CHEMIN;DU CASTEL;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
29;1;24;TOULOUSE;PASSAGE;DU CASTELET;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
29;1;25;TOULOUSE;RUE;DU CDEURUE CAZENEUVE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;26;TOULOUSE;RUE;DU CDT L HERMINIER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;27;TOULOUSE;IMPASSE;DU CDT MARCEL FAURANT;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;28;TOULOUSE;AVENUE;DU CDT TAILLANDIER;1;;9999;;PI;LGT OZENNE - TOULOUSE
29;1;29;TOULOUSE;RUE;DU CEL PIERRE HENRI CLOSTERMANN;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
29;1;30;TOULOUSE;RUE;DU CHAIREDON;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
29;1;31;TOULOUSE;RUE;DU CHANOINE BARTHAS;1;;9999;;PI;LGT OZENNE - TOULOUSE
29;1;32;TOULOUSE;IMPASSE;DU CHANOINE CONTRASTY;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
29;1;33;TOULOUSE;RUE;DU CHANOINE CONTRASTY;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
29;1;34;TOULOUSE;RUE;DU CHANT DU MERLE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;35;TOULOUSE;RUE;DU CHAPEAU ROUGE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
29;1;36;TOULOUSE;CHEMIN;DU CHAPITRE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;37;TOULOUSE;ALLEE;DU CHAROLAIS;1;;9999;;PI;LGT DES ARENES - TOULOUSE
29;1;38;TOULOUSE;AVENUE;DU CHATEAU D EAU;1;;9999;;PI;LGT DES ARENES - TOULOUSE
29;1;39;TOULOUSE;CHEMIN;DU CHATEAU DE L HERS;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
29;1;40;TOULOUSE;RUE;DU CHER;1;;9999;;PI;LGT DES ARENES - TOULOUSE
29;1;41;TOULOUSE;AVENUE;DU CIMETIERE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
29;1;42;TOULOUSE;RUE;DU CIMETIERE ST SIMON;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;43;TOULOUSE;RUE;DU CLAIRON POUGET;1;;7;;I;LGT OZENNE - TOULOUSE
29;1;44;TOULOUSE;RUE;DU CLAIRON POUGET;2;;12;;P;LGT OZENNE - TOULOUSE
29;1;45;TOULOUSE;RUE;DU CLAIRON POUGET;9;;9999;;I;LPO RAYMOND NAVES - TOULOUSE
29;1;46;TOULOUSE;RUE;DU CLAIRON POUGET;14;;9999;;P;LPO RAYMOND NAVES - TOULOUSE
29;1;47;TOULOUSE;CHEMIN;DU CLAIRUE BOIS;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
29;1;48;TOULOUSE;RUE;DU CLAIRUE MATIN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;49;TOULOUSE;IMPASSE;DU CLOS DE JADE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
29;1;50;TOULOUSE;IMPASSE;DU CLOS DE RISPET;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
29;1;51;TOULOUSE;CHEMIN;DU COIN DE LA MOURE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
29;1;52;TOULOUSE;IMPASSE;DU COIN FERME;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;53;TOULOUSE;RUE;DU COLIBRI;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
29;1;54;TOULOUSE;RUE;DU COLLEGE DE FOIX;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
29;1;55;TOULOUSE;RUE;DU COLONEL DRIANT;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;56;TOULOUSE;RUE;DU COLONEL PAUL PAILLOLE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
29;1;57;TOULOUSE;RUE;DU COLONEL PIERRE CABANIE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
29;1;58;TOULOUSE;RUE;DU COLONEL POINTURIER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
29;1;59;TOULOUSE;AVENUE;DU COLONEL ROCHE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
29;1;60;TOULOUSE;RUE;DU COLONEL ROZANOFF;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
30;1;2;TOULOUSE;RUE;DU COLONEL TOUSSAINT;1;;9999;;PI;LGT OZENNE - TOULOUSE
30;1;3;TOULOUSE;ROND POINT;DU COMMANDANT COUSTEAU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;4;TOULOUSE;RUE;DU CONGO;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
30;1;5;TOULOUSE;RUE;DU COQ D INDE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;6;TOULOUSE;RUE;DU COTENTIN;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
30;1;7;TOULOUSE;RUE;DU COUSERANS;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;8;TOULOUSE;RUE;DU COUSTOU;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
30;1;9;TOULOUSE;RUE;DU COUVENT;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
30;1;10;TOULOUSE;RUE;DU CRE PHILLIPE;1;;9999;;PI;LGT OZENNE - TOULOUSE
30;1;11;TOULOUSE;RUE;DU CRUCIFIX;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;12;TOULOUSE;RUE;DU DIX AVRIL;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
30;1;13;TOULOUSE;IMPASSE;DU DOCTEURUE BIGNERES;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
30;1;14;TOULOUSE;CHEMIN;DU DOCTEURUE DIDIERUE DASQUE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
30;1;15;TOULOUSE;RUE;DU DOCTEURUE EMILE ROUX;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;16;TOULOUSE;RUE;DU DOCTEURUE ETIENNE GAY;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;17;TOULOUSE;RUE;DU DOCTEURUE HERVE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;18;TOULOUSE;RUE;DU DOCTEURUE JEAN ARLAUD;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;19;TOULOUSE;RUE;DU DOCTEURUE JEAN TOUJAN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;20;TOULOUSE;RUE;DU DOCTEURUE PAUL PUJOS;1;;9999;;PI;LGT OZENNE - TOULOUSE
30;1;21;TOULOUSE;RUE;DU DOME;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
30;1;22;TOULOUSE;RUE;DU DOUBS;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
30;1;23;TOULOUSE;RUE;DU DOYEN GABRIEL MARTY;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
30;1;24;TOULOUSE;RUE;DU DOYEN JULES MARSAN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;25;TOULOUSE;RUE;DU DOYEN LEFEBVRE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;26;TOULOUSE;ALLEE;DU DR LEJZER LUDWIK ZAMENHOF;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;27;TOULOUSE;RUE;DU DRUE ADRIEN CHARPY;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;28;TOULOUSE;PROM;DU DRUE ALBERT SALLET;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;29;TOULOUSE;PLACE;DU DRUE BAYLAC;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;30;TOULOUSE;RUE;DU DRUE CHARLES BONNEAU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;31;TOULOUSE;RUE;DU DRUE FERDINAND GENDRE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
30;1;32;TOULOUSE;ROND POINT;DU DRUE GEORGES ROQUES;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;33;TOULOUSE;RUE;DU DRUE JEAN BERNARDBEIG;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;34;TOULOUSE;RUE;DU DRUE JEAN PIQUEPE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;35;TOULOUSE;IMPASSE;DU DRUE JOSEPH LAURENT;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;36;TOULOUSE;RUE;DU DRUE LEON CALMETTE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;37;TOULOUSE;RUE;DU DRUE LOUIS DELHERM;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
30;1;38;TOULOUSE;RUE;DU DRUE LOUIS SANIERES;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
30;1;39;TOULOUSE;RUE;DU DRUE MARCEL BOUVIER;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
30;1;40;TOULOUSE;ROND POINT;DU DRUE MAURICE DIDE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
30;1;41;TOULOUSE;AVENUE;DU DRUE MAURICE GRYNFOGEL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;42;TOULOUSE;SQUARE;DU DRUE MAURICE PUJOL;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;43;TOULOUSE;IMPASSE;DU DRUE PAUL VOIVENEL;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
30;1;44;TOULOUSE;RUE;DU DRUE PAUL VOIVENEL;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
30;1;45;TOULOUSE;RUE;DU FAUBOURG BONNEFOY;1;;9999;;PI;LGT OZENNE - TOULOUSE
30;1;46;TOULOUSE;IMPASSE;DU FERETRA;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;47;TOULOUSE;RUE;DU FERETRA;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;48;TOULOUSE;PLACE;DU FERUE A CHEVAL;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
30;1;49;TOULOUSE;RUE;DU FINISTERE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
30;1;50;TOULOUSE;ALLEE;DU FOREZ;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;51;TOULOUSE;RUE;DU FOURBASTARD;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
30;1;52;TOULOUSE;IMPASSE;DU FOYERUE TOULOUSAIN;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;53;TOULOUSE;RUE;DU FOYERUE TOULOUSAIN;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;54;TOULOUSE;CHEMIN;DU FURET;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
30;1;55;TOULOUSE;RUE;DU GALIBIER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
30;1;56;TOULOUSE;RUE;DU GARD;1;;9999;;PI;LGT DES ARENES - TOULOUSE
30;1;57;TOULOUSE;IMPASSE;DU GAY SABER;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
30;1;58;TOULOUSE;IMPASSE;DU GEN ALBERT D AMADE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
30;1;59;TOULOUSE;RUE;DU GEN ALBERT D AMADE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
30;1;60;TOULOUSE;IMPASSE;DU GEN AUBERT FRERE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
31;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
31;1;2;TOULOUSE;CHEMIN;DU GEN CHARLES FRS DUGUA;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
31;1;3;TOULOUSE;RUE;DU GEN DE CASTELNAU;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;4;TOULOUSE;RUE;DU GEN GUSTAVE FERRIE;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
31;1;5;TOULOUSE;RUE;DU GEN JEAN COMPANS;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
31;1;6;TOULOUSE;RUE;DU GEN JEAN PIERRE TRAVOT;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
31;1;7;TOULOUSE;RUE;DU GENERAL AMEDEE GEZE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;8;TOULOUSE;IMPASSE;DU GENERAL AUBUGEOIS;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;9;TOULOUSE;AVENUE;DU GENERAL BARBOT;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;10;TOULOUSE;RUE;DU GENERAL BARES;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;11;TOULOUSE;IMPASSE;DU GENERAL BAUROT;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
31;1;12;TOULOUSE;RUE;DU GENERAL BAUROT;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
31;1;13;TOULOUSE;RUE;DU GENERAL BOURBAKI;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;14;TOULOUSE;RUE;DU GENERAL CHANZY;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;15;TOULOUSE;IMPASSE;DU GENERAL DARRICAU;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
31;1;16;TOULOUSE;AVENUE;DU GENERAL DE CROUTTE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;17;TOULOUSE;AVENUE;DU GENERAL DE MONSABERT;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;18;TOULOUSE;AVENUE;DU GENERAL EISENHOWER;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;19;TOULOUSE;AVENUE;DU GENERAL EISENHOWERUE;105;;109;;I;LGT JOSEPHINE BAKER - TOULOUSE
31;1;20;TOULOUSE;ROND POINT;DU GENERAL EISENHOWERUE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;21;TOULOUSE;AVENUE;DU GENERAL EISENHOWERUE;126;;134;;P;LGT JOSEPHINE BAKER - TOULOUSE
31;1;22;TOULOUSE;RUE;DU GENERAL FAIDHERBE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;23;TOULOUSE;RUE;DU GENERAL GIRAUD;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
31;1;24;TOULOUSE;IMPASSE;DU GENERAL HARISPE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
31;1;25;TOULOUSE;RUE;DU GENERAL HOCHE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;26;TOULOUSE;RUE;DU GENERAL PELET;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
31;1;27;TOULOUSE;ROND POINT;DU GÉNÉRAL POTTIERUE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;28;TOULOUSE;RUE;DU GENERAL TAUPIN;1;;9999;;PI;LGT OZENNE - TOULOUSE
31;1;29;TOULOUSE;RUE;DU GENERAL TRANIE;1;;9999;;PI;LGT OZENNE - TOULOUSE
31;1;30;TOULOUSE;RUE;DU GERS;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;31;TOULOUSE;RUE;DU GORP;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;32;TOULOUSE;AVENUE;DU GRAND RAMIER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;33;TOULOUSE;AVENUE;DU GROUPE MORHANGE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
31;1;34;TOULOUSE;PONT;DU HALAGE DE TOUNIS;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;35;TOULOUSE;RUE;DU HUIT MAI 1945;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;36;TOULOUSE;PLACE;DU HUIT MAI 1945;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;37;TOULOUSE;RUE;DU JAPON;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;38;TOULOUSE;IMPASSE;DU JURA;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
31;1;39;TOULOUSE;RUE;DU LAC D OO;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
31;1;40;TOULOUSE;RUE;DU LANGUEDOC;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;41;TOULOUSE;CHEMIN;DU LAPIN;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;42;TOULOUSE;RUE;DU LARBOUST;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
31;1;43;TOULOUSE;AVENUE;DU LAURAGAIS;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
31;1;44;TOULOUSE;RUE;DU LAVANDOU;1;;9999;;PI;LGT DES ARENES - TOULOUSE
31;1;45;TOULOUSE;IMPASSE;DU LAVOIR;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
31;1;46;TOULOUSE;RUE;DU LIBRE ECHANGE;1;;9999;;PI;LGT OZENNE - TOULOUSE
31;1;47;TOULOUSE;RUE;DU LIERRE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
31;1;48;TOULOUSE;RUE;DU LIEUTENANT GUY DEDIEU;1;;9999;;PI;LGT DES ARENES - TOULOUSE
31;1;49;TOULOUSE;RUE;DU LIMOUSIN;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
31;1;50;TOULOUSE;SQUARE;DU LIONS CLUB INTERNATIONAL;1;;9999;;PI;LGT OZENNE - TOULOUSE
31;1;51;TOULOUSE;PASSAGE;DU LOSANGE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;52;TOULOUSE;RUE;DU LOT;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
31;1;53;TOULOUSE;CHEMIN;DU LOUP;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
31;1;54;TOULOUSE;ALLEE;DU LT LUCIEN LAFAY;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
31;1;55;TOULOUSE;RUE;DU LYS;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
31;1;56;TOULOUSE;RUE;DU MAINE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
31;1;57;TOULOUSE;CHEMIN;DU MANEL;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
31;1;58;TOULOUSE;PLACE;DU MARCHE AUX COCHONS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;59;TOULOUSE;IMPASSE;DU MARCHE GARE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
31;1;60;TOULOUSE;AVENUE;DU MARECHAL FOCH;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
32;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
32;1;2;TOULOUSE;RUE;DU MARECHAL GALLIENI;1;;9999;;PI;LGT OZENNE - TOULOUSE
32;1;3;TOULOUSE;RUE;DU MARECHAL JOFFRE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
32;1;4;TOULOUSE;BOULEVARD;DU MARECHAL JUIN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
32;1;5;TOULOUSE;BOULEVARD;DU MARECHAL LECLERC;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
32;1;6;TOULOUSE;PLACE;DU MARECHAL NIEL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
32;1;7;TOULOUSE;RUE;DU MARECHAL NIEL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
32;1;8;TOULOUSE;CHEMIN;DU MARIN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
32;1;9;TOULOUSE;RUE;DU MAROC;1;;9999;;PI;LGT OZENNE - TOULOUSE
32;1;10;TOULOUSE;RUE;DU MAY;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
32;1;11;TOULOUSE;RUE;DU MIDI;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
32;1;12;TOULOUSE;AVENUE;DU MIRAIL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
32;1;13;TOULOUSE;CHEMIN;DU MIRAIL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
32;1;14;TOULOUSE;IMPASSE;DU MIRAILHON;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
32;1;15;TOULOUSE;RUE;DU MONT AIGOUAL;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
32;1;16;TOULOUSE;IMPASSE;DU MONT BLANC;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
32;1;17;TOULOUSE;RUE;DU MONT DORE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
32;1;18;TOULOUSE;RUE;DU MONT VALLIER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
32;1;19;TOULOUSE;RUE;DU MONT VENTOUX;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
32;1;20;TOULOUSE;IMPASSE;DU MONTCALM;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
32;1;21;TOULOUSE;RUE;DU MORBIHAN;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
32;1;22;TOULOUSE;PLACE;DU MORVAN;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
32;1;23;TOULOUSE;RUE;DU MOULIN BAYARD;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
32;1;24;TOULOUSE;RUE;DU MOULIN DU CHATEAU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
32;1;25;TOULOUSE;RUE;DU MUGUET;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
32;1;26;TOULOUSE;ALLEE;DU NIGER;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
32;1;27;TOULOUSE;RUE;DU NIVERNAIS;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
32;1;28;TOULOUSE;RUE;DU ONZE NOVEMBRE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
32;1;29;TOULOUSE;CHEMIN;DU PALAYS;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
32;1;30;TOULOUSE;CHEMIN;DU PAOU;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
32;1;31;TOULOUSE;AVENUE;DU PARC;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
32;1;32;TOULOUSE;IMPASSE;DU PARC DE CLAIRE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
32;1;33;TOULOUSE;PLACE;DU PARLEMENT;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
