page;table;row_in_table;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
16;1;46;TOULOUSE;AVENUE;DE LA GLOIRE;2;;160;;P;LG SAINT-SERNIN - TOULOUSE
16;1;47;TOULOUSE;AVENUE;DE LA GLOIRE;93;;9999;;I;LGT STEPHANE HESSEL - TOULOUSE
16;1;48;TOULOUSE;AVENUE;DE LA GLOIRE;170;;9999;;P;LGT STEPHANE HESSEL - TOULOUSE
16;1;49;TOULOUSE;RUE;DE LA GRAVETTE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
16;1;50;TOULOUSE;RUE;DE LA GRECE;1;;9999;;PI;LGT OZENNE - TOULOUSE
16;1;51;TOULOUSE;IMPASSE;DE LA HACHE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
16;1;52;TOULOUSE;RUE;DE LA HACHE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
16;1;53;TOULOUSE;RUE;DE LA JALOUSIE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
16;1;54;TOULOUSE;RUE;DE LA JEUNESSE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
16;1;55;TOULOUSE;AVENUE;DE LA JUNCASSE;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
16;1;56;TOULOUSE;ESPACE;DE LA LAICITE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
16;1;57;TOULOUSE;RUE;DE LA LAQUE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
16;1;58;TOULOUSE;PLACE;DE LA LEGION D HONNEUR;1;;9999;;PI;LGT OZENNE - TOULOUSE
16;1;59;TOULOUSE;CHEMIN;DE LA LEVRETTE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
16;1;60;TOULOUSE;RUE;DE LA LIBERTE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
17;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
17;1;2;TOULOUSE;ALLEE;DE LA LIMAGNE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;3;TOULOUSE;RUE;DE LA LLAGONE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
17;1;4;TOULOUSE;CHEMIN;DE LA LOGE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;5;TOULOUSE;PLACE;DE LA LOIRE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;6;TOULOUSE;RUE;DE LA LORRAINE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;7;TOULOUSE;RUE;DE LA LOUISIANE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
17;1;8;TOULOUSE;RUE;DE LA LOZERE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
17;1;9;TOULOUSE;RUE;DE LA MADELEINE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;10;TOULOUSE;RUE;DE LA MANCHE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;11;TOULOUSE;RUE;DE LA MANUTENTION;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
17;1;12;TOULOUSE;RUE;DE LA MAOURINE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
17;1;13;TOULOUSE;AVENUE;DE LA MARCAISSONNE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
17;1;14;TOULOUSE;RUE;DE LA MARINE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;15;TOULOUSE;BOULEVARD;DE LA MARNE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;16;TOULOUSE;BOULEVARD;DE LA MARQUETTE;41;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
17;1;17;TOULOUSE;BOULEVARD;DE LA MARQUETTE;1;;40;;PI;LGT OZENNE - TOULOUSE
17;1;18;TOULOUSE;RUE;DE LA MARTINIQUE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;19;TOULOUSE;RUE;DE LA MAYENNE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;20;TOULOUSE;BOULEVARD;DE LA MEDITERRANEE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;21;TOULOUSE;RUE;DE LA MEURTHE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;22;TOULOUSE;RUE;DE LA MEUSE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
17;1;23;TOULOUSE;RUE;DE LA MOSELLE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;24;TOULOUSE;CHEMIN;DE LA NEBOUDE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;25;TOULOUSE;RUE;DE LA NIEVRE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
17;1;26;TOULOUSE;RUE;DE LA NIVE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
17;1;27;TOULOUSE;RUE;DE LA NORMANDIE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;28;TOULOUSE;RUE;DE LA PAIX;1;;9999;;PI;LGT OZENNE - TOULOUSE
17;1;29;TOULOUSE;RUE;DE LA PASSERELLE;1;;9999;;PI;LGT OZENNE - TOULOUSE
17;1;30;TOULOUSE;PLACE;DE LA PATTE D'OIE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;31;TOULOUSE;CHEMIN;DE LA PELUDE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
17;1;32;TOULOUSE;IMPASSE;DE LA PELUDE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
17;1;33;TOULOUSE;RUE;DE LA PEPINIERE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
17;1;34;TOULOUSE;PLACE;DE LA PERGOLA;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;35;TOULOUSE;CHEMIN;DE LA PESCADOURE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
17;1;36;TOULOUSE;RUE;DE LA PETITE VITESSE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;37;TOULOUSE;RUE;DE LA PICARDIE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;38;TOULOUSE;CHEMIN;DE LA PLAGE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
17;1;39;TOULOUSE;PASSAGE;DE LA PLAINE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
17;1;40;TOULOUSE;RUE;DE LA PLEAU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;41;TOULOUSE;RUE;DE LA POMME;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
17;1;42;TOULOUSE;IMPASSE;DE LA POMMERAIE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
17;1;43;TOULOUSE;PASSERELLE;DE LA POUDRERIE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;44;TOULOUSE;PONT;DE LA POUDRERIE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;45;TOULOUSE;IMPASSE;DE LA PREFECTURE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;46;TOULOUSE;RUE;DE LA PROVIDENCE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
17;1;47;TOULOUSE;RUE;DE LA REGINE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;48;TOULOUSE;PLACE;DE LA RENAISSANCE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;49;TOULOUSE;RUE;DE LA REPUBLIQUE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;50;TOULOUSE;PLACE;DE LA REUNION;1;;9999;;PI;LGT DES ARENES - TOULOUSE
17;1;51;TOULOUSE;RUE;DE LA ROCHEFOUCAULD;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
17;1;52;TOULOUSE;AVENUE;DE LA ROSERAIE;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
17;1;53;TOULOUSE;PLACE;DE LA ROSERAIE;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
17;1;54;TOULOUSE;RUE;DE LA SAINTE FAMILLE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
17;1;55;TOULOUSE;CHEMIN;DE LA SALADE PONSAN;109;;9999;;I;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;56;TOULOUSE;CHEMIN;DE LA SALADE PONSAN;1;;107;;I;LPO BELLEVUE - TOULOUSE
17;1;57;TOULOUSE;CHEMIN;DE LA SALADE PONSAN;2;;96;;P;LPO BELLEVUE - TOULOUSE
17;1;58;TOULOUSE;CHEMIN;DE LA SALADE PONSAN;100;;9999;;P;LGT MARCELIN BERTHELOT - TOULOUSE
17;1;59;TOULOUSE;RUE;DE LA SARTHE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
17;1;60;TOULOUSE;CHEMIN;DE LA SAUDRUNE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
18;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
18;1;2;TOULOUSE;RUE;DE LA SEINE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;3;TOULOUSE;IMPASSE;DE LA SICILE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
18;1;4;TOULOUSE;RUE;DE LA SOLIDARITE;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
18;1;5;TOULOUSE;RUE;DE LA SOMME;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;6;TOULOUSE;RUE;DE LA SOURCE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
18;1;7;TOULOUSE;RUE;DE LA TANNERIE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
18;1;8;TOULOUSE;CHEMIN;DE LA TERRASSE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;9;TOULOUSE;IMPASSE;DE LA TERRASSE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;10;TOULOUSE;IMPASSE;DE LA TOUR;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
18;1;11;TOULOUSE;RUE;DE LA TOUR;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
18;1;12;TOULOUSE;IMPASSE;DE LA TOURAINE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;13;TOULOUSE;RUE;DE LA TOURAINE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;14;TOULOUSE;IMPASSE;DE LA TOURASSE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
18;1;15;TOULOUSE;RUE;DE LA TOURASSE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
18;1;16;TOULOUSE;IMPASSE;DE LA TRESORERIE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
18;1;17;TOULOUSE;RUE;DE LA TRILHE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
18;1;18;TOULOUSE;PLACE;DE LA TRINITE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
18;1;19;TOULOUSE;RUE;DE LA TRINITE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
18;1;20;TOULOUSE;RUE;DE LA VENDEE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;21;TOULOUSE;RUE;DE LA VERGE D OR;1;;9999;;PI;LGT OZENNE - TOULOUSE
18;1;22;TOULOUSE;RUE;DE LA VERRERIE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;23;TOULOUSE;RUE;DE LA VIENNE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;24;TOULOUSE;RUE;DE LA VIERGE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
18;1;25;TOULOUSE;SQUARE;DE LA VIERGE ROUGE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
18;1;26;TOULOUSE;RUE;DE LA VITALITE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;27;TOULOUSE;ROND POINT;DE L'ABBÉ GUILLAUME LAFFORGUE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
18;1;28;TOULOUSE;ROND POINT;DE L'ABBÉ RAYMOND JULIEN;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;29;TOULOUSE;ROUTE;DE LABEGE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
18;1;30;TOULOUSE;CHEMIN;DE LAFILAIRE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;31;TOULOUSE;RUE;DE LALANDE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
18;1;32;TOULOUSE;CHEMIN;DE LANUSSE;1;;105;;I;LPO RAYMOND NAVES - TOULOUSE
18;1;33;TOULOUSE;CHEMIN;DE LANUSSE;2;;102;;P;LPO RAYMOND NAVES - TOULOUSE
18;1;34;TOULOUSE;CHEMIN;DE LANUSSE;114;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;35;TOULOUSE;CHEMIN;DE LAPORTE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
18;1;36;TOULOUSE;CHEMIN;DE LAPPAROU;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
18;1;37;TOULOUSE;IMPASSE;DE LAPUJADE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
18;1;38;TOULOUSE;CHEMIN;DE LAPUJADE;1;;49;B;I;LGT OZENNE - TOULOUSE
18;1;39;TOULOUSE;CHEMIN;DE LAPUJADE;2;;44;B;P;LGT OZENNE - TOULOUSE
18;1;40;TOULOUSE;CHEMIN;DE LAPUJADE;51;;9999;;I;LPO RAYMOND NAVES - TOULOUSE
18;1;41;TOULOUSE;CHEMIN;DE LAPUJADE;46;;9999;;P;LPO RAYMOND NAVES - TOULOUSE
18;1;42;TOULOUSE;AVENUE;DE LARDENNE;1;;81;;I;LGT DES ARENES - TOULOUSE
18;1;43;TOULOUSE;AVENUE;DE LARDENNE;2;;84;;P;LGT DES ARENES - TOULOUSE
18;1;44;TOULOUSE;AVENUE;DE LARDENNE;95;;9999;;I;LGT JOSEPHINE BAKER - TOULOUSE
18;1;45;TOULOUSE;AVENUE;DE LARDENNE;92;;9999;;P;LGT JOSEPHINE BAKER - TOULOUSE
18;1;46;TOULOUSE;BOULEVARD;DE LARRAMET;1;;9999;;PI;LGT DES ARENES - TOULOUSE
18;1;47;TOULOUSE;AVENUE;DE LARRIEU;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;48;TOULOUSE;IMPASSE;DE LARRIEU;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
18;1;49;TOULOUSE;IMPASSE;DE LAS BRUGUES;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
18;1;50;TOULOUSE;IMPASSE;DE LAS CEGOS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
18;1;51;TOULOUSE;AVENUE;DE LASBORDES;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;52;TOULOUSE;IMPASSE;DE LASCAUX;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
18;1;53;TOULOUSE;AVENUE;DE LATTRE DE TASSIGNY;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
18;1;54;TOULOUSE;IMPASSE;DE LAUNAGUET;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
18;1;55;TOULOUSE;ROUTE;DE LAUNAGUET;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
18;1;56;TOULOUSE;RUE;DE LAUSANNE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
18;1;57;TOULOUSE;AVENUE;DE LAVAUR;1;;43;;I;LGT OZENNE - TOULOUSE
18;1;58;TOULOUSE;AVENUE;DE LAVAUR;2;;9999;;P;LGT OZENNE - TOULOUSE
18;1;59;TOULOUSE;AVENUE;DE LAVAURUE;51;;9999;;I;LGT STEPHANE HESSEL - TOULOUSE
18;1;60;TOULOUSE;AVENUE;DE LESPINET;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
19;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
19;1;2;TOULOUSE;PLACE;DE LESPINET;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
19;1;3;TOULOUSE;CHEMIN;DE LESTANG;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;4;TOULOUSE;RUE;DE LESTANG;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;5;TOULOUSE;RUE;DE LEUCATE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;6;TOULOUSE;CHEMIN;DE LICARD;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;7;TOULOUSE;IMPASSE;DE LICARD;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;8;TOULOUSE;CHEMIN;DE LIFFARD;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;9;TOULOUSE;IMPASSE;DE LIFFARD;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;10;TOULOUSE;RUE;DE LILLE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;11;TOULOUSE;ALLEE;DE LIMAYRAC;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;12;TOULOUSE;CHEMIN;DE LIMAYRAC;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;13;TOULOUSE;IMPASSE;DE LIMAYRAC;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;14;TOULOUSE;RUE;DE LIMAYRAC;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;15;TOULOUSE;IMPASSE;DE LISIEUX;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;16;TOULOUSE;RUE;DE LISIEUX;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;17;TOULOUSE;AVENUE;DE LOMBEZ;1;;9999;;PI;LGT DES ARENES - TOULOUSE
19;1;18;TOULOUSE;BARRIERE;DE LOMBEZ;1;;9999;;PI;LGT DES ARENES - TOULOUSE
19;1;19;TOULOUSE;RUE;DE LOMENIE DE BRIENNE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
19;1;20;TOULOUSE;IMPASSE;DE LONDRES;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;21;TOULOUSE;RUE;DE LONDRES;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;22;TOULOUSE;RUE;DE LONGCHAMP;1;;9999;;PI;LGT DES ARENES - TOULOUSE
19;1;23;TOULOUSE;RUE;DE LOURDES;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;24;TOULOUSE;RUE;DE LOUVAIN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
19;1;25;TOULOUSE;RUE;DE LUCHON;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
19;1;26;TOULOUSE;RUE;DE LUPPE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;27;TOULOUSE;AVENUE;DE LYON;1;;9999;;PI;LGT OZENNE - TOULOUSE
19;1;28;TOULOUSE;RUE;DE MADAGASCAR;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
19;1;29;TOULOUSE;CHEMIN;DE MALEPERE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
19;1;30;TOULOUSE;RUE;DE MALTENS;1;;9999;;PI;LGT OZENNE - TOULOUSE
19;1;31;TOULOUSE;IMPASSE;DE MANDILLE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
19;1;32;TOULOUSE;BOULEVARD;DE MARENGO;1;;9999;;PI;LGT OZENNE - TOULOUSE
19;1;33;TOULOUSE;PLACE;DE MARTIGUES;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
19;1;34;TOULOUSE;RUE;DE MARTINI;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;35;TOULOUSE;IMPASSE;DE MAUBEC;1;;9999;;PI;LGT DES ARENES - TOULOUSE
19;1;36;TOULOUSE;RUE;DE MAUBEC;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;37;TOULOUSE;CHEMIN;DE MAZAYGUES;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;38;TOULOUSE;RUE;DE MENTON;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
19;1;39;TOULOUSE;RUE;DE METZ;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
19;1;40;TOULOUSE;PLACE;DE MILAN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;41;TOULOUSE;IMPASSE;DE MONACO;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;42;TOULOUSE;CHEMIN;DE MONFALCOU;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
19;1;43;TOULOUSE;CHEMIN;DE MONLONG;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;44;TOULOUSE;IMPASSE;DE MONT LOUIS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;45;TOULOUSE;RUE;DE MONT LOUIS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;46;TOULOUSE;PLACE;DE MONTEGUT;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;47;TOULOUSE;PLACE;DE MONTELIMAR;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
19;1;48;TOULOUSE;CHEMIN;DE MONTREDON;1;;35;;I;LGT STEPHANE HESSEL - TOULOUSE
19;1;49;TOULOUSE;CHEMIN;DE MONTREDON;2;;6;;P;LGT STEPHANE HESSEL - TOULOUSE
19;1;50;TOULOUSE;IMPASSE;DE MONTREDON;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
19;1;51;TOULOUSE;CHEMIN;DE MONTREDON;37;;9999;;I;LPO RAYMOND NAVES - TOULOUSE
19;1;52;TOULOUSE;CHEMIN;DE MONTREDON;8;;9999;;P;LPO RAYMOND NAVES - TOULOUSE
19;1;53;TOULOUSE;RUE;DE MONTSEGUR;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
19;1;54;TOULOUSE;CHEMIN;DE MOULIS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
19;1;55;TOULOUSE;CHEMIN;DE MOUNEDE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;56;TOULOUSE;AVENUE;DE MURET;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
19;1;57;TOULOUSE;ALLEE;DE N DJAMENA;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
19;1;58;TOULOUSE;RUE;DE NANCY;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
19;1;59;TOULOUSE;RUE;DE NANTES;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
19;1;60;TOULOUSE;RUE;DE NAPLES;1;;9999;;PI;LGT OZENNE - TOULOUSE
20;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
20;1;2;TOULOUSE;ROUTE;DE NARBONNE;65;;9999;;I;LPO BELLEVUE - TOULOUSE
20;1;3;TOULOUSE;ROUTE;DE NARBONNE;44;;9999;;P;LPO BELLEVUE - TOULOUSE
20;1;4;TOULOUSE;ROUTE;DE NARBONNE;1;;59;;I;LGT MARCELIN BERTHELOT - TOULOUSE
20;1;5;TOULOUSE;ROUTE;DE NARBONNE;2;;40;;P;LGT MARCELIN BERTHELOT - TOULOUSE
20;1;6;TOULOUSE;CHEMIN;DE NARRADE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
20;1;7;TOULOUSE;IMPASSE;DE NAUBALETTE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
20;1;8;TOULOUSE;CHEMIN;DE NEGO SAOUMOS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
20;1;9;TOULOUSE;RUE;DE NEGO SAOUMOS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
20;1;10;TOULOUSE;RUE;DE NEGOGOUSSES;1;;9999;;PI;LGT DES ARENES - TOULOUSE
20;1;11;TOULOUSE;RUE;DE NEGRENEYS;2;;36;;P;LGT OZENNE - TOULOUSE
20;1;12;TOULOUSE;RUE;DE NEGRENEYS;29;;121;;I;LGT TOULOUSE-LAUTREC - TOULOUSE
20;1;13;TOULOUSE;RUE;DE NEGRENEYS;1;;27;;I;LGT OZENNE - TOULOUSE
20;1;14;TOULOUSE;RUE;DE NEGRENEYS;38;;138;;P;LGT TOULOUSE-LAUTREC - TOULOUSE
20;1;15;TOULOUSE;RUE;DE NEGRENEYS;123;;9999;;I;LGT TOULOUSE-LAUTREC - TOULOUSE
20;1;16;TOULOUSE;RUE;DE NEGRENEYS;140;;9999;;P;LGT TOULOUSE-LAUTREC - TOULOUSE
20;1;17;TOULOUSE;IMPASSE;DE NEVERS;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
20;1;18;TOULOUSE;IMPASSE;DE NIAUX;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
20;1;19;TOULOUSE;CHEMIN;DE NIBOUL;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
20;1;20;TOULOUSE;RUE;DE NICE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
20;1;21;TOULOUSE;CHEMIN;DE NICOL;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
20;1;22;TOULOUSE;IMPASSE;DE NICOL;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
20;1;23;TOULOUSE;RUE;DE NIMES;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
